year_film,year_ceremony,ceremony,Category,gender,name,Race,film,winner
1991,1992,64,BEST PICTURE,Male,"A. Kitman Ho and Oliver Stone, Producers",White,JFK,0
1991,1992,64,BEST PICTURE,Female,"Barbra Streisand and Andrew Karsch, Producers",White,The Prince of Tides,0
1991,1992,64,BEST PICTURE,Male,"Edward Saxon, Kenneth Utt and Ron Bozman, Producers",White,The Silence of the Lambs,1
1991,1992,64,SHORT FILM (Animated),Male,Christopher Hinton,White,Blackfly,0
1991,1992,64,SHORT FILM (Animated),Male,Daniel Greaves,White,Manipulation,1
1991,1992,64,SHORT FILM (Animated),Female,Wendy Tilby,White,Strings,0
1991,1992,64,SHORT FILM (Live Action),Male,"Stephen Kessler, Thomas R. Conroy",White,Birch Street Gym,0
1991,1992,64,SHORT FILM (Live Action),Male,David M. Massey,Black,Last Breeze of Summer,0
1991,1992,64,SHORT FILM (Live Action),Male,"Seth Winston, Rob Fried",White,Session Man,1
1991,1992,64,SOUND,Male,"Gary Summers, Randy Thom, Gary Rydstrom, Glenn Williams",White,Backdraft,0
1991,1992,64,SOUND,Male,"Terry Porter, Mel Metcalfe, David J. Hudson, Doc Kane",White,Beauty and the Beast,0
1991,1992,64,SOUND,Male,"Michael Minkler, Gregg Landaker, Tod A. Maitland",White,JFK,0
1991,1992,64,SOUND,Male,"Tom Fleischman, Christopher Newman",White,The Silence of the Lambs,0
1991,1992,64,SOUND,Male,"Tom Johnson, Gary Rydstrom, Gary Summers, Lee Orloff",White,Terminator 2: Judgment Day,1
1991,1992,64,SOUND EFFECTS EDITING,Male,"Gary Rydstrom, Richard Hymns",White,Backdraft,0
1991,1992,64,SOUND EFFECTS EDITING,Male,"George Watters II, F. Hudson Miller",White,Star Trek VI The Undiscovered Country,0
1991,1992,64,SOUND EFFECTS EDITING,Female,"Gary Rydstrom, Gloria S. Borders",White,Terminator 2: Judgment Day,1
1991,1992,64,VISUAL EFFECTS,Male,"Mikael Salomon, Allen Hall, Clay Pinney, Scott Farrar",White,Backdraft,0
1991,1992,64,VISUAL EFFECTS,Male,"Eric Brevig, Harley Jessup, Mark Sullivan, Michael Lantieri",White,Hook,0
1991,1992,64,VISUAL EFFECTS,Male,"Dennis Muren, Stan Winston, Gene Warren, Jr., Robert Skotak",White,Terminator 2: Judgment Day,1
1991,1992,64,WRITING (Adapted Screenplay),Female,Agnieszka Holland,White,Europa Europa,0
1991,1992,64,WRITING (Adapted Screenplay),Female,"Fannie Flagg, Carol Sobieski",White,Fried Green Tomatoes,0
1991,1992,64,WRITING (Adapted Screenplay),Male,"Oliver Stone, Zachary Sklar",White,JFK,0
1991,1992,64,WRITING (Adapted Screenplay),Female,"Pat Conroy, Becky Johnston",White,The Prince of Tides,0
1991,1992,64,WRITING (Adapted Screenplay),Male,Ted Tally,White,The Silence of the Lambs,1
1991,1992,64,WRITING (Screenplay Written Directly for the Screen),Male,John Singleton,Black,Boyz N the Hood,0
1991,1992,64,WRITING (Screenplay Written Directly for the Screen),Male,James Toback,White,Bugsy,0
1991,1992,64,WRITING (Screenplay Written Directly for the Screen),Male,Richard LaGravenese,White,The Fisher King,0
1991,1992,64,WRITING (Screenplay Written Directly for the Screen),Female,"Lawrence Kasdan, Meg Kasdan",Black,Grand Canyon,0
1991,1992,64,WRITING (Screenplay Written Directly for the Screen),Female,Callie Khouri,White,Thelma & Louise,1
1991,1992,64,HONORARY AWARD,Male, Satyajit Ray,Asian,,1
1991,1992,64,IRVING G. THALBERG MEMORIAL AWARD,Male,George Lucas,White,,1
1992,1993,65,PRODUCTION DESIGN,Male,Art Direction:  Thomas Sanders;  Set Decoration:  Garrett Lewis,White,Bram Stoker's Dracula,0
1992,1993,65,PRODUCTION DESIGN,Male,Art Direction:  Stuart Craig;  Set Decoration:  Chris A. Butler,White,Chaplin,0
1992,1993,65,PRODUCTION DESIGN,Female,Art Direction:  Luciana Arrighi;  Set Decoration:  Ian Whittaker,White,Howards End,1
1992,1993,65,PRODUCTION DESIGN,Female,Art Direction:  Ferdinando Scarfiotti;  Set Decoration:  Linda DeScenna,White,Toys,0
1992,1993,65,PRODUCTION DESIGN,Female,Art Direction:  Henry Bumstead;  Set Decoration:  Janice Blackie-Goodine,White,Unforgiven,0
1992,1993,65,CINEMATOGRAPHY,Male,Stephen H. Burum,White,Hoffa,0
1992,1993,65,CINEMATOGRAPHY,Male,Tony Pierce-Roberts,White,Howards End,0
1992,1993,65,CINEMATOGRAPHY,Male,Robert Fraisse,White,The Lover,0
1992,1993,65,CINEMATOGRAPHY,Male,Philippe Rousselot,White,A River Runs through It,1
1992,1993,65,CINEMATOGRAPHY,Male,Jack N. Green,White,Unforgiven,0
1992,1993,65,COSTUME DESIGN,Female,Eiko Ishioka,Asian,Bram Stoker's Dracula,1
1992,1993,65,COSTUME DESIGN,Female,Sheena Napier,White,Enchanted April,0
1992,1993,65,COSTUME DESIGN,Female,"Jenny Beavan, John Bright",White,Howards End,0
1992,1993,65,COSTUME DESIGN,Female,Ruth Carter,White,Malcolm X,0
1992,1993,65,COSTUME DESIGN,Male,Albert Wolsky,White,Toys,0
1992,1993,65,DIRECTING,Male,Neil Jordan,White,The Crying Game,0
1992,1993,65,DIRECTING,Male,James Ivory,White,Howards End,0
1992,1993,65,DIRECTING,Male,Robert Altman,White,The Player,0
1992,1993,65,DIRECTING,Male,Martin Brest,White,Scent of a Woman,0
1992,1993,65,DIRECTING,Male,Clint Eastwood,White,Unforgiven,1
1992,1993,65,DOCUMENTARY (Feature),Male,"David Haugland, Producer",White,Changing Our Minds: The Story of Dr. Evelyn Hooker,0
1992,1993,65,DOCUMENTARY (Feature),Female,"Sally Dundas, Producer",White,Fires of Kuwait,0
1992,1993,65,DOCUMENTARY (Feature),Male,William Miles,Black,Liberators: Fighting on Two Fronts in World War II,0
1992,1993,65,DOCUMENTARY (Feature),Female,"Margaret Smilow and Roma Baran, Producers",White,Music for the Movies: Bernard Herrmann,0
1992,1993,65,DOCUMENTARY (Feature),Female,"Barbara Trent and David Kasper, Producers",White,The Panama Deception,1
1992,1993,65,DOCUMENTARY (Short Subject),Male,"Geoffrey O'Connor, Producer",White,At the Edge of Conquest: The Journey of Chief Wai-Wai,0
1992,1993,65,DOCUMENTARY (Short Subject),Female,"Wendy L. Weinberg, Producer",White,Beyond Imagining: Margaret Anderson and the 'Little Review',0
1992,1993,65,DOCUMENTARY (Short Subject),Female,"Richard Elson and Sally Bochner, Producers",White,The Colours of My Father: A Portrait of Sam Borenstein,0
1992,1993,65,DOCUMENTARY (Short Subject),Female,"Thomas C. Goodwin and Gerardine Wurzburg, Producers",White,Educating Peter,1
1992,1993,65,DOCUMENTARY (Short Subject),Female,"Dorothy Fadiman, Producer",White,When Abortion Was Illegal: Untold Stories,0
1992,1993,65,FILM EDITING,Male,Frank J. Urioste,White,Basic Instinct,0
1992,1993,65,FILM EDITING,Male,Kant Pan,Asian,The Crying Game,0
1992,1993,65,FILM EDITING,Male,Robert Leighton,White,A Few Good Men,0
1992,1993,65,FILM EDITING,Female,Geraldine Peroni,White,The Player,0
1992,1993,65,FILM EDITING,Male,Joel Cox,White,Unforgiven,1
1992,1993,65,FOREIGN LANGUAGE FILM,Male,Russia,White,Close to Eden,0
1992,1993,65,FOREIGN LANGUAGE FILM,Male,Belgium,White,Daens,0
1992,1993,65,FOREIGN LANGUAGE FILM,Male,France,White,Indochine,1
1992,1993,65,FOREIGN LANGUAGE FILM,Male,Uruguay,White,A Place in the World,0
1992,1993,65,FOREIGN LANGUAGE FILM,Male,Germany,White,Schtonk!,0
1992,1993,65,MAKEUP,Female,"Ve Neill, Ronnie Specter, Stan Winston",White,Batman Returns,0
1992,1993,65,MAKEUP,Male,"Greg Cannom, Michèle Burke, Matthew W. Mungle",White,Bram Stoker's Dracula,1
1992,1993,65,MAKEUP,Female,"Ve Neill, Greg Cannom, John Blake",White,Hoffa,0
1992,1993,65,MUSIC (Original Score),Male,Alan Menken,White,Aladdin,1
1992,1993,65,MUSIC (Original Score),Male,Jerry Goldsmith,White,Basic Instinct,0
1992,1993,65,MUSIC (Original Score),Male,John Barry,White,Chaplin,0
1992,1993,65,MUSIC (Original Score),Male,Richard Robbins,White,Howards End,0
1992,1993,65,MUSIC (Original Score),Male,Mark Isham,White,A River Runs through It,0
1992,1993,65,MUSIC (Original Song),Male,Music by Robert Kraft; Lyric by Arne Glimcher,White,The Mambo Kings,0
1992,1993,65,MUSIC (Original Song),Male,Music by Alan Menken; Lyric by Howard Ashman,White,Aladdin,0
1992,1993,65,MUSIC (Original Song),Male,Music by David Foster; Lyric by Linda Thompson,White,The Bodyguard,0
1992,1993,65,MUSIC (Original Song),Male,Music by Jud Friedman; Lyric by Allan Rich,White,The Bodyguard,0
1992,1993,65,MUSIC (Original Song),Male,Music by Alan Menken; Lyric by Tim Rice,White,Aladdin,1
1992,1993,65,BEST PICTURE,Male,"Stephen Woolley, Producer",White,The Crying Game,0
1992,1993,65,BEST PICTURE,Male,"David Brown, Rob Reiner and Andrew Scheinman, Producers",White,A Few Good Men,0
1992,1993,65,BEST PICTURE,Male,"Ismail Merchant, Producer",Asian,Howards End,0
1992,1993,65,BEST PICTURE,Male,"Martin Brest, Producer",White,Scent of a Woman,0
1992,1993,65,BEST PICTURE,Male,"Clint Eastwood, Producer",White,Unforgiven,1
1992,1993,65,SHORT FILM (Animated),Male,Peter Lord,White,Adam,0
1992,1993,65,SHORT FILM (Animated),Female,Joan C. Gratz,White,Mona Lisa Descending a Staircase,1
1992,1993,65,SHORT FILM (Animated),Female,Michaela Pavlátová,White,"Reci, Reci, Reci... (Words, Words, Words)",0
1992,1993,65,SHORT FILM (Animated),Male,Paul Berry,White,The Sandman,0
1992,1993,65,SHORT FILM (Animated),Male,Barry J.C. Purves,White,Screen Play,0
1992,1993,65,SHORT FILM (Live Action),Female,"Jonathan Darby, Jana Sue Memel",White,Contact,0
1992,1993,65,SHORT FILM (Live Action),Male,Matt Palmieri,White,Cruise Control,0
1992,1993,65,SHORT FILM (Live Action),Male,Christian M. Taylor,White,The Lady in Waiting,0
1992,1993,65,SHORT FILM (Live Action),Male,Sam Karmann,White,Omnibus,1
1992,1993,65,SHORT FILM (Live Action),Male,"Kenneth Branagh, David Parfitt",White,Swan Song,0
1992,1993,65,SOUND,Male,"Terry Porter, Mel Metcalfe, David J. Hudson, Doc Kane",White,Aladdin,0
1992,1993,65,SOUND,Male,"Kevin O'Connell, Rick Kline, Bob Eber",White,A Few Good Men,0
1992,1993,65,SOUND,Male,"Chris Jenkins, Doug Hemphill, Mark Smith, Simon Kaye",White,The Last of the Mohicans,1
1992,1993,65,SOUND,Male,"Don Mitchell, Frank A. Montaño, Rick Hart, Scott Smith",White,Under Siege,0
